timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-21T09:02:25.000Z,663,series/20260821_115655/20260821_120225.jpg,VALID,2026-08-21T09:02:28.443Z,3.443,1,45.75,46,30.5,61.1,103.4,30.35,51.28,995.8,7495,S05
2026-08-21T09:02:55.000Z,663,series/20260821_115655/20260821_120255.jpg,VALID,2026-08-21T09:02:58.312Z,3.312,1,45.5,46,30.5,61.1,103.5,30.57,50.6,995.8,7520,S05
2026-08-21T09:03:25.000Z,663,series/20260821_115655/20260821_120325.jpg,VALID,2026-08-21T09:03:28.333Z,3.333,1,45.5,46,30.5,61,103.4,30.51,50.26,995.8,7550,S05
2026-08-21T09:03:55.000Z,665,series/20260821_115655/20260821_120355.jpg,VALID,2026-08-21T09:03:58.352Z,3.352,1,45.25,45.75,30.25,61.2,103.8,30.64,50.41,995.7,7580,S05
2026-08-21T09:04:25.000Z,669,series/20260821_115655/20260821_120425.jpg,VALID,2026-08-21T09:04:28.368Z,3.368,1,45.25,45.75,30.5,61.7,104.6,30.52,50.59,995.8,7610,S05
2026-08-21T09:04:55.000Z,667,series/20260821_115655/20260821_120455.jpg,VALID,2026-08-21T09:04:58.386Z,3.386,1,45.25,45.75,30.5,61.5,104.1,30.5,50.54,995.7,7640,S05
2026-08-21T09:05:25.000Z,664,series/20260821_115655/20260821_120525.jpg,VALID,2026-08-21T09:05:28.405Z,3.405,1,45.25,45.75,30.25,61.2,103.6,30.81,49.98,995.8,7670,S05
2026-08-21T09:05:55.000Z,664,series/20260821_115655/20260821_120555.jpg,VALID,2026-08-21T09:05:58.415Z,3.415,1,45.25,45.75,30.25,61.1,103.5,31.12,50.05,995.7,7700,S05
2026-08-21T09:06:25.000Z,666,series/20260821_115655/20260821_120625.jpg,VALID,2026-08-21T09:06:28.435Z,3.435,1,45.25,45.75,30.25,61.3,103.9,31.26,49.41,995.7,7730,S05
2026-08-21T09:06:55.000Z,671,series/20260821_115655/20260821_120655.jpg,VALID,2026-08-21T09:06:58.448Z,3.448,1,45.5,46,30.25,61.9,105,31.55,49.45,995.8,7760,S05
2026-08-21T09:07:25.000Z,673,series/20260821_115655/20260821_120725.jpg,VALID,2026-08-21T09:07:28.463Z,3.463,1,45.5,46,30.5,62.1,105.3,31.54,49.11,995.7,7790,S05
2026-08-21T09:07:55.000Z,677,series/20260821_115655/20260821_120755.jpg,VALID,2026-08-21T09:07:58.480Z,3.48,1,45.75,46,30.25,62.4,105.8,31.4,49.35,995.7,7820,S05
2026-08-21T09:08:25.000Z,677,series/20260821_115655/20260821_120825.jpg,VALID,2026-08-21T09:08:28.499Z,3.499,1,45.5,46,30.5,62.4,105.7,31.33,49.44,995.7,7850,S05
