timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-22T13:37:02.000Z,369.0,series/20260822_163702/20260822_163702.jpg,VALID,2026-08-22T13:37:03.247Z,1.247,1,30.75,30.25,30.75,61.1,63.7,32.64,48.82,989.4,18010
2026-08-22T13:37:32.000Z,368.0,series/20260822_163702/20260822_163732.jpg,VALID,2026-08-22T13:37:33.251Z,1.251,1,31.75,31.25,31.75,61.0,63.5,33.34,47.66,989.5,18040
2026-08-22T13:38:02.000Z,367.0,series/20260822_163702/20260822_163802.jpg,VALID,2026-08-22T13:38:03.259Z,1.259,1,32.75,32.25,32.75,61.0,63.4,33.93,46.72,989.4,18070
2026-08-22T13:38:32.000Z,366.0,series/20260822_163702/20260822_163832.jpg,VALID,2026-08-22T13:38:33.271Z,1.271,1,33.75,33.25,33.5,60.8,63.3,34.32,46.05,989.4,18100
2026-08-22T13:39:02.000Z,365.0,series/20260822_163702/20260822_163902.jpg,VALID,2026-08-22T13:39:03.279Z,1.279,1,34.75,34.0,34.25,60.5,63.0,34.72,45.09,989.4,18130
2026-08-22T13:39:32.000Z,363.0,series/20260822_163702/20260822_163932.jpg,VALID,2026-08-22T13:39:33.287Z,1.287,1,35.5,34.75,34.75,60.2,62.7,34.75,45.01,989.4,18160
2026-08-22T13:40:02.000Z,362.0,series/20260822_163702/20260822_164002.jpg,VALID,2026-08-22T13:40:03.296Z,1.296,1,36.25,35.5,35.25,35.09,62.5,35.09,44.67,989.4,18190
2026-08-22T13:40:32.000Z,359.0,series/20260822_163702/20260822_164032.jpg,VALID,2026-08-22T13:40:33.303Z,1.303,1,37.0,36.25,35.75,34.8,62.0,35.18,44.13,989.4,18220
2026-08-22T13:41:02.000Z,355.0,series/20260822_163702/20260822_164102.jpg,VALID,2026-08-22T13:41:03.306Z,1.306,1,37.75,37.0,36.0,34.5,61.5,35.41,44.17,989.4,18250
2026-08-22T13:41:32.000Z,352.0,series/20260822_163702/20260822_164132.jpg,VALID,2026-08-22T13:41:33.314Z,1.314,1,38.25,37.75,36.25,34.09,60.8,35.59,43.98,989.4,18280
2026-08-22T13:42:02.000Z,349.0,series/20260822_163702/20260822_164202.jpg,VALID,2026-08-22T13:42:03.319Z,1.319,1,39.0,38.25,36.75,33.9,60.3,35.81,43.73,989.5,18310
2026-08-22T13:42:32.000Z,346.0,series/20260822_163702/20260822_164232.jpg,VALID,2026-08-22T13:42:33.330Z,1.330,1,39.5,38.75,37.0,33.5,59.7,35.66,43.72,989.4,18340
2026-08-22T13:43:02.000Z,346.0,series/20260822_163702/20260822_164302.jpg,VALID,2026-08-22T13:43:03.519Z,1.519,1,40.0,39.25,37.25,33.5,59.8,35.18,44.08,989.4,18370
2026-08-22T13:43:32.000Z,345.0,series/20260822_163702/20260822_164332.jpg,VALID,2026-08-22T13:43:33.348Z,1.348,1,40.25,39.75,37.5,33.4,59.6,35.37,44.26,989.4,18395
2026-08-22T13:44:02.000Z,344.0,series/20260822_163702/20260822_164402.jpg,VALID,2026-08-22T13:44:03.355Z,1.355,1,40.5,40.0,37.75,33.4,59.5,35.22,44.16,989.4,18425
2026-08-22T13:44:32.000Z,345.0,series/20260822_163702/20260822_164432.jpg,VALID,2026-08-22T13:44:33.364Z,1.364,1,41.0,40.5,38.0,33.5,59.7,35.59,43.88,989.5,18455
2026-08-22T13:45:02.000Z,342.0,series/20260822_163702/20260822_164502.jpg,VALID,2026-08-22T13:45:03.371Z,1.371,1,41.25,40.75,38.0,33.3,59.3,35.49,43.67,989.4,18485
2026-08-22T13:45:32.000Z,341.0,series/20260822_163702/20260822_164532.jpg,VALID,2026-08-22T13:45:33.384Z,1.384,1,41.75,41.0,38.0,33.09,59.1,35.79,43.43,989.4,18515
