timestamp,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-20T12:13:39.467Z,1,48.25,47.5,39.0,70.1,118.4,34.59,40.09,995.0,250
2026-08-20T12:13:49.477Z,1,48.5,47.75,39.0,69.9,118.0,34.68,40.17,995.0,260
2026-08-20T12:13:59.481Z,1,48.75,48.0,39.25,69.1,116.8,34.66,39.9,995.0,270
2026-08-20T12:14:09.485Z,1,49.0,48.25,39.25,69.0,116.3,34.58,39.83,995.0,280
2026-08-20T12:14:19.494Z,1,49.25,48.25,39.25,67.5,113.8,34.62,39.69,995.0,290
2026-08-20T12:14:29.496Z,1,49.5,48.5,39.5,67.6,114.1,34.59,39.86,995.0,300
2026-08-20T12:14:39.500Z,1,49.5,48.5,39.5,66.9,113.0,34.63,40.03,995.0,310
2026-08-20T12:14:49.510Z,1,49.75,48.75,39.75,67.5,113.7,34.68,40.12,995.0,320
2026-08-20T12:14:59.513Z,1,50.0,49.0,39.75,67.19,113.2,34.88,39.86,995.0,330
2026-08-20T12:15:09.518Z,1,50.25,49.25,40.0,67.4,113.6,34.99,39.69,995.0,340
2026-08-20T12:15:19.527Z,1,50.5,49.25,40.25,67.4,113.5,35.14,39.47,995.0,350
2026-08-20T12:15:29.527Z,1,50.5,49.5,40.25,67.1,113.0,35.12,39.29,995.0,360
2026-08-20T12:15:39.533Z,1,50.75,49.75,40.5,66.0,111.2,35.09,39.24,995.0,370
2026-08-20T12:15:49.542Z,1,51.0,49.75,40.5,66.3,111.7,35.04,39.28,995.0,380
2026-08-20T12:15:59.545Z,1,51.25,50.0,40.5,66.3,111.7,34.99,38.88,995.0,390
2026-08-20T12:16:09.549Z,1,51.5,50.0,40.5,67.4,113.6,35.0,39.31,995.0,400
2026-08-20T12:16:19.558Z,1,51.5,50.25,40.75,67.4,113.9,35.24,39.04,995.0,410
2026-08-20T12:16:29.560Z,1,51.75,50.5,41.0,67.4,113.7,35.38,38.83,995.0,420
2026-08-20T12:16:39.566Z,1,52.0,50.5,41.0,66.69,112.4,35.53,39.07,995.0,430
2026-08-20T12:16:49.576Z,1,52.25,50.75,41.25,66.3,111.7,35.71,38.63,995.0,440
2026-08-20T12:16:59.579Z,1,52.25,51.0,41.5,66.6,112.2,35.83,38.37,995.0,450
2026-08-20T12:17:09.583Z,1,52.5,51.0,41.5,67.19,113.3,35.91,38.34,995.0,460
2026-08-20T12:17:19.591Z,1,52.75,51.25,41.75,67.69,114.2,36.0,38.07,995.0,470
2026-08-20T12:17:29.592Z,1,53.0,51.5,42.0,67.69,114.1,36.09,38.05,995.0,480
2026-08-20T12:17:39.597Z,1,53.25,51.75,42.0,67.9,114.4,36.02,37.81,995.0,490
2026-08-20T12:17:49.608Z,1,53.25,52.0,42.25,67.69,114.5,36.06,37.88,995.0,500
2026-08-20T12:17:59.611Z,1,53.5,52.25,42.25,67.9,114.4,35.96,38.1,995.0,510
2026-08-20T12:18:09.614Z,1,53.75,52.5,42.5,67.9,114.4,36.0,38.24,995.0,520
2026-08-20T12:18:19.618Z,1,54.0,52.75,42.5,67.5,113.9,36.11,37.91,995.0,530
2026-08-20T12:18:29.620Z,1,54.25,53.0,42.5,67.8,114.3,36.02,37.24,995.0,540
2026-08-20T12:18:39.625Z,1,54.5,53.25,42.5,68.0,114.6,35.73,37.29,995.0,550
2026-08-20T12:18:49.635Z,1,54.5,53.25,42.75,68.0,114.6,35.71,37.59,995.0,560
2026-08-20T12:18:59.639Z,1,54.75,53.5,42.75,67.8,114.4,35.75,37.71,994.9,570
2026-08-20T12:19:09.636Z,1,54.75,53.5,42.75,67.8,114.4,35.81,37.74,995.0,580
2026-08-20T12:19:19.645Z,1,55.0,53.75,42.75,67.8,114.3,35.9,37.57,995.0,590
2026-08-20T12:19:29.647Z,1,55.0,53.75,43.0,67.9,114.5,36.06,37.63,995.0,600
2026-08-20T12:19:39.654Z,1,55.0,53.75,43.25,67.69,114.1,36.06,37.51,995.0,610
2026-08-20T12:19:49.663Z,1,55.25,54.0,43.25,67.8,114.3,35.78,37.84,994.9,620
2026-08-20T12:19:59.667Z,1,55.25,54.0,43.25,67.69,114.3,35.73,38.18,995.0,630
2026-08-20T12:20:09.667Z,1,55.5,54.0,43.25,67.8,114.4,35.75,38.23,995.0,640
2026-08-20T12:20:19.678Z,1,55.5,54.25,43.25,67.9,114.5,35.93,38.27,995.0,650
2026-08-20T12:20:29.680Z,1,55.5,54.25,43.25,68.0,114.5,36.0,37.99,995.0,660
2026-08-20T12:20:39.685Z,1,55.75,54.25,43.5,67.9,114.4,36.03,38.04,994.9,670
2026-08-20T12:20:49.696Z,1,55.75,54.5,43.5,68.0,114.4,35.66,38.28,995.0,680
2026-08-20T12:20:59.698Z,1,56.0,54.5,43.25,67.9,114.5,35.63,38.53,994.9,690
2026-08-20T12:21:09.695Z,1,56.0,54.5,43.0,68.0,114.6,35.5,38.45,994.9,700
2026-08-20T12:21:19.700Z,1,56.0,54.5,43.0,67.9,114.5,35.43,38.25,995.0,710
2026-08-20T12:21:29.700Z,1,56.0,54.5,43.25,68.0,114.6,35.46,38.5,995.0,720
2026-08-20T12:21:39.705Z,1,56.25,54.5,43.25,68.1,114.7,35.66,38.52,995.0,730
2026-08-20T12:21:49.716Z,1,56.0,54.5,43.5,68.1,114.9,35.83,38.42,995.0,740
2026-08-20T12:21:59.718Z,1,56.25,54.5,43.75,68.1,115.0,35.9,38.42,995.0,750
2026-08-20T12:22:09.722Z,1,56.25,54.5,44.0,68.3,115.1,36.04,38.32,994.9,760
2026-08-20T12:22:19.733Z,1,56.25,54.5,44.0,68.4,115.1,36.04,38.12,995.0,770
2026-08-20T12:22:29.734Z,1,56.25,54.5,44.25,68.4,115.2,35.93,38.49,995.0,780
2026-08-20T12:22:39.740Z,1,56.5,54.75,44.25,68.5,115.5,36.08,38.44,995.0,790
2026-08-20T12:22:49.751Z,1,56.5,54.75,44.5,68.6,115.7,36.09,38.27,994.9,800
2026-08-20T12:22:59.755Z,1,56.75,54.75,44.5,68.69,115.7,36.08,38.23,994.9,810
2026-08-20T12:23:09.760Z,1,56.75,55.0,44.75,68.69,115.7,36.14,38.31,994.9,820
2026-08-20T12:23:19.769Z,1,56.75,55.0,44.75,68.69,116.0,36.16,38.19,995.0,830
2026-08-20T12:23:29.770Z,1,57.0,55.25,45.0,68.9,115.8,36.31,38.07,995.0,840
2026-08-20T12:23:39.775Z,1,57.0,55.25,45.0,68.69,115.9,36.31,38.08,995.0,850
2026-08-20T12:23:49.783Z,1,57.0,55.25,45.0,68.6,115.6,36.25,37.87,995.0,860
2026-08-20T12:23:59.788Z,1,57.25,55.5,45.0,68.5,115.4,36.15,37.93,995.0,870
2026-08-20T12:24:09.791Z,1,57.25,55.5,45.0,68.6,115.3,36.3,37.98,994.9,880
2026-08-20T12:24:19.802Z,1,57.25,55.75,45.25,68.5,115.4,36.34,37.66,995.0,890
2026-08-20T12:24:29.868Z,1,57.5,55.75,45.25,68.5,115.5,36.32,37.79,995.0,900
2026-08-20T12:24:39.937Z,1,57.5,56.0,45.25,68.5,115.5,36.43,37.93,995.0,910
2026-08-20T12:24:50.009Z,1,57.5,56.25,45.25,68.5,115.5,36.43,37.36,995.0,920
2026-08-20T12:25:00.076Z,1,57.5,56.25,45.25,68.5,115.5,36.34,37.5,995.0,930
2026-08-20T12:25:09.822Z,1,57.5,56.25,45.25,68.5,115.5,36.38,37.44,995.0,935
2026-08-20T12:25:19.826Z,1,57.75,56.5,45.5,68.3,115.2,36.41,37.49,995.0,945
2026-08-20T12:25:29.826Z,1,57.75,56.5,45.5,68.4,115.1,36.41,37.23,995.0,955
2026-08-20T12:25:39.832Z,1,57.75,56.75,45.75,68.19,114.9,36.38,37.45,995.0,965
2026-08-20T12:25:49.841Z,1,57.75,56.75,46.0,67.9,114.3,36.43,37.25,995.0,975
2026-08-20T12:25:59.845Z,1,57.75,57.0,46.0,68.1,114.8,36.3,37.33,994.9,985
2026-08-20T12:26:09.847Z,1,58.0,57.0,46.0,67.3,113.4,36.22,37.64,995.0,995
2026-08-20T12:26:19.857Z,1,58.0,57.25,46.25,66.69,112.4,36.43,37.36,995.0,1005
2026-08-20T12:26:29.858Z,1,58.0,57.25,46.25,67.0,112.8,36.53,37.37,995.0,1015
2026-08-20T12:26:39.863Z,1,58.0,57.5,46.5,65.5,110.1,36.38,37.43,995.0,1025
2026-08-20T12:26:49.874Z,1,58.25,57.5,46.5,59.9,100.8,36.39,37.8,995.0,1035
2026-08-20T12:26:59.878Z,1,58.25,57.5,46.5,59.7,100.5,36.39,38.01,995.0,1045
2026-08-20T12:27:09.882Z,1,58.25,57.75,46.5,58.0,97.8,36.28,37.88,995.0,1055
2026-08-20T12:27:19.892Z,1,58.25,57.5,46.5,49.0,82.2,36.15,38.01,995.0,1065
2026-08-20T12:27:29.894Z,1,58.25,57.5,46.25,34.0,56.9,36.13,38.08,995.0,1075
2026-08-20T12:27:39.900Z,1,58.25,57.5,45.75,20.29,33.9,36.14,38.37,995.0,1085
2026-08-20T12:27:49.907Z,1,58.0,57.25,45.25,17.29,28.8,35.91,38.79,995.0,1095
2026-08-20T12:27:59.911Z,1,57.75,57.0,44.75,16.5,27.5,35.77,38.6,994.9,1105
2026-08-20T12:28:09.912Z,1,57.5,56.75,44.25,11.2,18.6,35.55,38.55,994.9,1115
2026-08-20T12:28:19.923Z,1,57.25,56.25,43.5,9.89,16.29,35.46,38.93,994.9,1125
2026-08-20T12:28:29.924Z,1,56.75,55.75,43.0,12.9,21.6,35.5,38.58,995.0,1135
2026-08-20T12:28:39.930Z,1,56.25,55.25,42.75,16.29,27.2,35.41,39.01,994.9,1145
2026-08-20T12:28:49.941Z,1,55.75,54.75,42.5,36.9,62.1,35.31,39.33,995.0,1155
2026-08-20T12:28:59.945Z,1,55.5,54.25,42.5,50.0,84.1,35.25,39.4,994.9,1165
2026-08-20T12:29:09.948Z,1,55.25,53.75,42.5,55.1,92.7,35.36,39.14,994.9,1175
2026-08-20T12:29:19.957Z,1,55.0,53.75,42.75,58.9,99.2,35.38,38.84,994.9,1185
2026-08-20T12:29:29.956Z,1,54.75,53.5,43.0,60.8,102.2,35.32,38.9,994.9,1195
2026-08-20T12:29:39.965Z,1,54.75,53.25,43.25,61.5,103.4,35.53,38.87,995.0,1205
