timestamp,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-20T08:49:41.373Z,1,54.75,53.75,34.25,64.5,113.6,31.07,44.55,996.8,765
2026-08-20T08:49:51.441Z,1,54.75,53.5,34.25,64.4,113.7,31.08,44.58,996.7,775
2026-08-20T08:50:01.512Z,1,54.75,53.5,34.25,64.5,113.6,31.18,44.81,996.8,785
2026-08-20T08:50:11.578Z,1,54.75,53.25,34.25,64.5,113.7,31.28,44.89,996.7,795
2026-08-20T08:50:21.318Z,1,54.75,53.25,34.25,64.6,114.0,31.24,44.55,996.7,800
2026-08-20T08:50:31.324Z,1,54.75,53.25,34.25,64.5,114.0,31.15,45.23,996.7,810
2026-08-20T08:50:41.329Z,1,54.5,53.25,34.25,64.69,113.8,31.22,45.0,996.8,820
2026-08-20T08:50:51.346Z,1,54.5,53.0,34.25,64.69,113.9,31.35,45.28,996.8,830
2026-08-20T08:51:01.347Z,1,54.5,53.0,34.75,64.69,114.1,31.45,45.0,996.8,840
2026-08-20T08:51:11.353Z,1,54.5,53.0,35.0,64.3,114.2,31.48,44.85,996.8,850
2026-08-20T08:51:21.358Z,1,54.5,53.0,35.25,63.6,114.3,31.46,44.59,996.7,860
2026-08-20T08:51:31.359Z,1,54.5,53.0,35.5,62.3,114.0,31.41,44.62,996.8,870
2026-08-20T08:51:41.366Z,1,54.5,53.0,35.75,60.6,114.2,31.46,45.65,996.7,880
2026-08-20T08:51:51.379Z,1,54.5,53.25,36.0,58.5,114.2,31.51,45.32,996.8,890
2026-08-20T08:52:01.383Z,1,54.5,53.25,36.0,55.8,114.2,31.53,45.09,996.8,900
2026-08-20T08:52:11.390Z,1,54.5,53.25,36.0,52.7,114.2,31.58,44.67,996.7,910
2026-08-20T08:52:21.399Z,1,54.5,53.25,36.0,48.8,114.2,31.59,44.61,996.8,920
2026-08-20T08:52:31.405Z,1,54.5,53.5,36.0,44.4,114.3,31.68,44.82,996.8,930
2026-08-20T08:52:41.409Z,1,54.5,53.5,36.0,40.0,114.3,31.65,44.53,996.7,940
