timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-20T12:13:36.000Z,756,series/20260820_151336/20260820_151336.jpg,VALID,2026-08-20T12:13:39.467Z,3.467,1,48.25,47.5,39,70.1,118.4,34.59,40.09,995,250,S03
2026-08-20T12:14:06.000Z,738,series/20260820_151336/20260820_151406.jpg,VALID,2026-08-20T12:14:09.485Z,3.485,1,49,48.25,39.25,69,116.3,34.58,39.83,995,280,S03
2026-08-20T12:14:36.000Z,721,series/20260820_151336/20260820_151436.jpg,VALID,2026-08-20T12:14:39.500Z,3.5,1,49.5,48.5,39.5,66.9,113,34.63,40.03,995,310,S03
2026-08-20T12:15:06.000Z,724,series/20260820_151336/20260820_151506.jpg,VALID,2026-08-20T12:15:09.518Z,3.518,1,50.25,49.25,40,67.4,113.6,34.99,39.69,995,340,S03
2026-08-20T12:15:36.000Z,702,series/20260820_151336/20260820_151536.jpg,VALID,2026-08-20T12:15:39.533Z,3.533,1,50.75,49.75,40.5,66,111.2,35.09,39.24,995,370,S03
2026-08-20T12:16:06.000Z,724,series/20260820_151336/20260820_151606.jpg,VALID,2026-08-20T12:16:09.549Z,3.549,1,51.5,50,40.5,67.4,113.6,35,39.31,995,400,S03
2026-08-20T12:16:36.000Z,714,series/20260820_151336/20260820_151636.jpg,VALID,2026-08-20T12:16:39.566Z,3.566,1,52,50.5,41,66.69,112.4,35.53,39.07,995,430,S03
2026-08-20T12:17:06.000Z,719,series/20260820_151336/20260820_151706.jpg,VALID,2026-08-20T12:17:09.583Z,3.583,1,52.5,51,41.5,67.19,113.3,35.91,38.34,995,460,S03
2026-08-20T12:17:36.000Z,726,series/20260820_151336/20260820_151736.jpg,VALID,2026-08-20T12:17:39.597Z,3.597,1,53.25,51.75,42,67.9,114.4,36.02,37.81,995,490,S03
2026-08-20T12:18:06.000Z,725,series/20260820_151336/20260820_151806.jpg,VALID,2026-08-20T12:18:09.614Z,3.614,1,53.75,52.5,42.5,67.9,114.4,36,38.24,995,520,S03
2026-08-20T12:18:36.000Z,725,series/20260820_151336/20260820_151836.jpg,VALID,2026-08-20T12:18:39.625Z,3.625,1,54.5,53.25,42.5,68,114.6,35.73,37.29,995,550,S03
2026-08-20T12:19:06.000Z,725,series/20260820_151336/20260820_151906.jpg,VALID,2026-08-20T12:19:09.636Z,3.636,1,54.75,53.5,42.75,67.8,114.4,35.81,37.74,995,580,S03
2026-08-20T12:19:36.000Z,723,series/20260820_151336/20260820_151936.jpg,VALID,2026-08-20T12:19:39.654Z,3.654,1,55,53.75,43.25,67.69,114.1,36.06,37.51,995,610,S03
2026-08-20T12:20:06.000Z,723,series/20260820_151336/20260820_152006.jpg,VALID,2026-08-20T12:20:09.667Z,3.667,1,55.5,54,43.25,67.8,114.4,35.75,38.23,995,640,S03
2026-08-20T12:20:36.000Z,725,series/20260820_151336/20260820_152036.jpg,VALID,2026-08-20T12:20:39.685Z,3.685,1,55.75,54.25,43.5,67.9,114.4,36.03,38.04,994.9,670,S03
2026-08-20T12:21:06.000Z,725,series/20260820_151336/20260820_152106.jpg,VALID,2026-08-20T12:21:09.695Z,3.695,1,56,54.5,43,68,114.6,35.5,38.45,994.9,700,S03
2026-08-20T12:21:36.000Z,727,series/20260820_151336/20260820_152136.jpg,VALID,2026-08-20T12:21:39.705Z,3.705,1,56.25,54.5,43.25,68.1,114.7,35.66,38.52,995,730,S03
2026-08-20T12:22:06.000Z,728,series/20260820_151336/20260820_152206.jpg,VALID,2026-08-20T12:22:09.722Z,3.722,1,56.25,54.5,44,68.3,115.1,36.04,38.32,994.9,760,S03
2026-08-20T12:22:36.000Z,731,series/20260820_151336/20260820_152236.jpg,VALID,2026-08-20T12:22:39.740Z,3.74,1,56.5,54.75,44.25,68.5,115.5,36.08,38.44,995,790,S03
2026-08-20T12:23:06.000Z,732,series/20260820_151336/20260820_152306.jpg,VALID,2026-08-20T12:23:09.760Z,3.76,1,56.75,55,44.75,68.69,115.7,36.14,38.31,994.9,820,S03
