timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime,series_id
2026-08-20T06:15:08.000Z,335,series/20260820_091508/20260820_091508.jpg,VALID,2026-08-20T06:15:08.277Z,0.277,1,35.5,34.75,26.75,38.7,61.6,28.13,51.48,997.2,400,S01
2026-08-20T06:15:38.000Z,337,series/20260820_091508/20260820_091538.jpg,VALID,2026-08-20T06:15:38.299Z,0.299,1,35.75,35,27,38.8,61.9,27.76,51.86,997.2,430,S01
2026-08-20T06:16:08.000Z,338,series/20260820_091508/20260820_091608.jpg,VALID,2026-08-20T06:16:08.388Z,0.388,1,36,35.25,27,39,62.1,28.11,51.22,997.2,460,S01
2026-08-20T06:16:38.000Z,340,series/20260820_091508/20260820_091638.jpg,VALID,2026-08-20T06:16:38.586Z,0.586,1,36.5,35.5,27.25,39.2,62.3,28.42,50.82,997.2,490,S01
2026-08-20T06:17:08.000Z,341,series/20260820_091508/20260820_091708.jpg,VALID,2026-08-20T06:17:08.355Z,0.355,1,36.75,35.75,27.25,39.4,62.7,28.68,50.49,997.2,515,S01
2026-08-20T06:17:38.000Z,342,series/20260820_091508/20260820_091738.jpg,VALID,2026-08-20T06:17:38.371Z,0.371,1,37,36,27.25,39.3,63.2,29.16,49.75,997.2,545,S01
2026-08-20T06:18:08.000Z,343,series/20260820_091508/20260820_091808.jpg,VALID,2026-08-20T06:18:08.390Z,0.39,1,37.25,36.25,27.5,39.4,63.1,28.9,49.89,997.2,575,S01
2026-08-20T06:18:38.000Z,346,series/20260820_091508/20260820_091838.jpg,VALID,2026-08-20T06:18:38.410Z,0.41,1,37.5,36.5,27.5,39.8,63.3,29.2,49.11,997.2,605,S01
2026-08-20T06:19:08.000Z,347,series/20260820_091508/20260820_091908.jpg,VALID,2026-08-20T06:19:08.433Z,0.433,1,37.75,36.75,27.75,39.9,63.7,29.7,48.61,997.2,635,S01
2026-08-20T06:19:38.000Z,348,series/20260820_091508/20260820_091938.jpg,VALID,2026-08-20T06:19:38.453Z,0.453,1,38.25,37.25,27.75,40.09,63.9,29.53,48.29,997.2,665,S01
2026-08-20T06:20:08.000Z,355,series/20260820_091508/20260820_092008.jpg,VALID,2026-08-20T06:20:08.465Z,0.465,1,38.25,37.5,27.25,40.2,63.9,28.96,49.09,997.2,695,S01
