timestamp,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-20T06:15:08.277Z,1,35.5,34.75,26.75,38.7,61.6,28.13,51.48,997.2,400
2026-08-20T06:15:18.290Z,1,35.5,34.75,26.75,38.7,61.7,28.1,51.32,997.2,410
2026-08-20T06:15:28.293Z,1,35.75,35.0,27.0,38.8,61.8,27.87,51.56,997.2,420
2026-08-20T06:15:38.299Z,1,35.75,35.0,27.0,38.8,61.9,27.76,51.86,997.2,430
2026-08-20T06:15:48.305Z,1,35.75,35.0,27.0,38.9,61.9,27.81,51.64,997.2,440
2026-08-20T06:15:58.327Z,1,36.0,35.25,27.0,38.9,62.1,27.96,51.55,997.3,450
2026-08-20T06:16:08.388Z,1,36.0,35.25,27.0,39.0,62.1,28.11,51.22,997.2,460
2026-08-20T06:16:18.457Z,1,36.25,35.5,27.25,39.09,62.2,28.23,51.16,997.2,470
2026-08-20T06:16:28.522Z,1,36.25,35.5,27.25,39.09,62.4,28.27,51.08,997.2,480
2026-08-20T06:16:38.586Z,1,36.5,35.5,27.25,39.2,62.3,28.42,50.82,997.2,490
2026-08-20T06:16:48.653Z,1,36.5,35.75,27.25,39.3,62.5,28.6,50.53,997.2,500
2026-08-20T06:16:58.352Z,1,36.5,35.75,27.25,39.3,62.5,28.67,50.48,997.2,505
2026-08-20T06:17:08.355Z,1,36.75,35.75,27.25,39.4,62.7,28.68,50.49,997.2,515
2026-08-20T06:17:18.359Z,1,36.75,36.0,27.25,39.4,62.8,28.89,49.92,997.2,525
2026-08-20T06:17:28.361Z,1,37.0,36.0,27.25,39.4,62.9,29.05,49.69,997.2,535
2026-08-20T06:17:38.371Z,1,37.0,36.0,27.25,39.3,63.2,29.16,49.75,997.2,545
2026-08-20T06:17:48.382Z,1,37.0,36.25,27.25,39.3,62.7,29.17,49.86,997.3,555
2026-08-20T06:17:58.385Z,1,37.25,36.25,27.5,39.5,63.0,28.88,49.77,997.2,565
2026-08-20T06:18:08.390Z,1,37.25,36.25,27.5,39.4,63.1,28.9,49.89,997.2,575
2026-08-20T06:18:18.404Z,1,37.25,36.5,27.5,39.59,63.1,29.06,49.68,997.2,585
2026-08-20T06:18:28.405Z,1,37.5,36.5,27.5,39.7,63.3,29.18,49.19,997.2,595
