timestamp,spm72_wm2,image,status
2026-08-24T17:41:19+03:00,51,series/20260824_174119/20260824_174119.jpg,VALID
2026-08-24T17:41:49+03:00,,series/20260824_174119/20260824_174149.jpg,OCR_ERROR
2026-08-24T17:42:19+03:00,56,series/20260824_174119/20260824_174219.jpg,VALID
2026-08-24T17:42:49+03:00,56,series/20260824_174119/20260824_174249.jpg,VALID
2026-08-24T17:43:19+03:00,56,series/20260824_174119/20260824_174319.jpg,VALID
2026-08-24T17:43:49+03:00,56,series/20260824_174119/20260824_174349.jpg,VALID
2026-08-24T17:44:19+03:00,,series/20260824_174119/20260824_174419.jpg,OCR_ERROR
2026-08-24T17:44:49+03:00,55,series/20260824_174119/20260824_174449.jpg,VALID
2026-08-24T17:45:19+03:00,55,series/20260824_174119/20260824_174519.jpg,VALID
2026-08-24T17:45:49+03:00,55,series/20260824_174119/20260824_174549.jpg,VALID
2026-08-24T17:46:19+03:00,,series/20260824_174119/20260824_174619.jpg,OCR_ERROR
2026-08-24T17:46:50+03:00,55,series/20260824_174119/20260824_174650.jpg,VALID
2026-08-24T17:47:20+03:00,55,series/20260824_174119/20260824_174720.jpg,VALID
2026-08-24T17:47:50+03:00,54,series/20260824_174119/20260824_174750.jpg,VALID
2026-08-24T17:48:20+03:00,,series/20260824_174119/20260824_174820.jpg,OCR_ERROR
2026-08-24T17:48:50+03:00,,series/20260824_174119/20260824_174850.jpg,OCR_ERROR
2026-08-24T17:49:20+03:00,,series/20260824_174119/20260824_174920.jpg,OCR_ERROR
2026-08-24T17:49:50+03:00,53,series/20260824_174119/20260824_174950.jpg,VALID
2026-08-24T17:50:20+03:00,,series/20260824_174119/20260824_175020.jpg,OCR_ERROR
2026-08-24T17:50:50+03:00,,series/20260824_174119/20260824_175050.jpg,OCR_ERROR
2026-08-24T17:51:20+03:00,52,series/20260824_174119/20260824_175120.jpg,VALID
2026-08-24T17:51:50+03:00,,series/20260824_174119/20260824_175150.jpg,OCR_ERROR
2026-08-24T17:52:20+03:00,,series/20260824_174119/20260824_175220.jpg,OCR_ERROR
2026-08-24T17:52:50+03:00,,series/20260824_174119/20260824_175250.jpg,OCR_ERROR
2026-08-24T17:53:20+03:00,,series/20260824_174119/20260824_175320.jpg,OCR_ERROR
2026-08-24T17:53:50+03:00,,series/20260824_174119/20260824_175350.jpg,OCR_ERROR
2026-08-24T17:54:20+03:00,,series/20260824_174119/20260824_175420.jpg,OCR_ERROR
2026-08-24T17:54:50+03:00,,series/20260824_174119/20260824_175450.jpg,OCR_ERROR
2026-08-24T17:55:20+03:00,,series/20260824_174119/20260824_175520.jpg,OCR_ERROR
2026-08-24T17:55:50+03:00,,series/20260824_174119/20260824_175550.jpg,OCR_ERROR
2026-08-24T17:56:20+03:00,,series/20260824_174119/20260824_175620.jpg,OCR_ERROR
2026-08-24T17:56:50+03:00,,series/20260824_174119/20260824_175650.jpg,OCR_ERROR
2026-08-24T17:57:20+03:00,,series/20260824_174119/20260824_175720.jpg,OCR_ERROR
2026-08-24T17:57:50+03:00,,series/20260824_174119/20260824_175750.jpg,OCR_ERROR
2026-08-24T17:58:20+03:00,,series/20260824_174119/20260824_175820.jpg,OCR_ERROR
2026-08-24T17:58:50+03:00,,series/20260824_174119/20260824_175850.jpg,OCR_ERROR
2026-08-24T17:59:20+03:00,,series/20260824_174119/20260824_175920.jpg,OCR_ERROR
2026-08-24T17:59:50+03:00,,series/20260824_174119/20260824_175950.jpg,OCR_ERROR
2026-08-24T18:00:20+03:00,45,series/20260824_174119/20260824_180020.jpg,VALID
2026-08-24T18:00:50+03:00,49,series/20260824_174119/20260824_180050.jpg,VALID
2026-08-24T18:01:20+03:00,49,series/20260824_174119/20260824_180120.jpg,VALID
2026-08-24T18:01:50+03:00,45,series/20260824_174119/20260824_180150.jpg,VALID
2026-08-24T18:02:20+03:00,45,series/20260824_174119/20260824_180220.jpg,VALID
2026-08-24T18:02:50+03:00,46,series/20260824_174119/20260824_180250.jpg,VALID
2026-08-24T18:03:20+03:00,48,series/20260824_174119/20260824_180320.jpg,VALID
2026-08-24T18:03:50+03:00,46,series/20260824_174119/20260824_180350.jpg,VALID
2026-08-24T18:04:20+03:00,,series/20260824_174119/20260824_180420.jpg,OCR_ERROR
2026-08-24T18:04:50+03:00,41,series/20260824_174119/20260824_180450.jpg,VALID
2026-08-24T18:05:20+03:00,41,series/20260824_174119/20260824_180520.jpg,VALID
2026-08-24T18:05:50+03:00,41,series/20260824_174119/20260824_180550.jpg,VALID
2026-08-24T18:06:20+03:00,41,series/20260824_174119/20260824_180620.jpg,VALID
2026-08-24T18:06:50+03:00,,series/20260824_174119/20260824_180650.jpg,OCR_ERROR
2026-08-24T18:07:20+03:00,,series/20260824_174119/20260824_180720.jpg,OCR_ERROR
2026-08-24T18:07:50+03:00,45,series/20260824_174119/20260824_180750.jpg,VALID
2026-08-24T18:08:20+03:00,45,series/20260824_174119/20260824_180820.jpg,VALID
2026-08-24T18:08:50+03:00,45,series/20260824_174119/20260824_180850.jpg,VALID
2026-08-24T18:09:20+03:00,44,series/20260824_174119/20260824_180920.jpg,VALID
2026-08-24T18:09:50+03:00,,series/20260824_174119/20260824_180950.jpg,OCR_ERROR
2026-08-24T18:10:20+03:00,,series/20260824_174119/20260824_181020.jpg,OCR_ERROR
2026-08-24T18:10:50+03:00,43,series/20260824_174119/20260824_181050.jpg,VALID
2026-08-24T18:11:20+03:00,,series/20260824_174119/20260824_181120.jpg,OCR_ERROR
2026-08-24T18:11:50+03:00,42,series/20260824_174119/20260824_181150.jpg,VALID
2026-08-24T18:12:20+03:00,,series/20260824_174119/20260824_181220.jpg,OCR_ERROR
2026-08-24T18:12:50+03:00,,series/20260824_174119/20260824_181250.jpg,OCR_ERROR
2026-08-24T18:13:20+03:00,40,series/20260824_174119/20260824_181320.jpg,VALID
2026-08-24T18:13:50+03:00,,series/20260824_174119/20260824_181350.jpg,OCR_ERROR
2026-08-24T18:14:20+03:00,39,series/20260824_174119/20260824_181420.jpg,VALID
2026-08-24T18:14:50+03:00,36,series/20260824_174119/20260824_181450.jpg,VALID
2026-08-24T18:15:20+03:00,31,series/20260824_174119/20260824_181520.jpg,VALID
2026-08-24T18:15:50+03:00,,series/20260824_174119/20260824_181550.jpg,OCR_ERROR
2026-08-24T18:16:20+03:00,,series/20260824_174119/20260824_181620.jpg,OCR_ERROR
2026-08-24T18:16:50+03:00,,series/20260824_174119/20260824_181650.jpg,OCR_ERROR
2026-08-24T18:17:20+03:00,,series/20260824_174119/20260824_181720.jpg,OCR_ERROR
2026-08-24T18:17:50+03:00,,series/20260824_174119/20260824_181750.jpg,OCR_ERROR
2026-08-24T18:18:20+03:00,,series/20260824_174119/20260824_181820.jpg,OCR_ERROR
2026-08-24T18:18:50+03:00,,series/20260824_174119/20260824_181850.jpg,OCR_ERROR
2026-08-24T18:19:20+03:00,,series/20260824_174119/20260824_181920.jpg,OCR_ERROR
2026-08-24T18:19:50+03:00,,series/20260824_174119/20260824_181950.jpg,OCR_ERROR
2026-08-24T18:20:20+03:00,,series/20260824_174119/20260824_182020.jpg,OCR_ERROR
2026-08-24T18:20:50+03:00,,series/20260824_174119/20260824_182050.jpg,OCR_ERROR
2026-08-24T18:21:20+03:00,,series/20260824_174119/20260824_182120.jpg,OCR_ERROR
2026-08-24T18:21:50+03:00,,series/20260824_174119/20260824_182150.jpg,OCR_ERROR
2026-08-24T18:22:20+03:00,,series/20260824_174119/20260824_182220.jpg,OCR_ERROR
2026-08-24T18:22:50+03:00,,series/20260824_174119/20260824_182250.jpg,OCR_ERROR
2026-08-24T18:23:20+03:00,,series/20260824_174119/20260824_182320.jpg,OCR_ERROR
2026-08-24T18:23:50+03:00,,series/20260824_174119/20260824_182350.jpg,OCR_ERROR
2026-08-24T18:24:20+03:00,,series/20260824_174119/20260824_182420.jpg,OCR_ERROR
2026-08-24T18:24:50+03:00,,series/20260824_174119/20260824_182450.jpg,OCR_ERROR
2026-08-24T18:25:20+03:00,,series/20260824_174119/20260824_182520.jpg,OCR_ERROR
2026-08-24T18:25:50+03:00,,series/20260824_174119/20260824_182550.jpg,OCR_ERROR
2026-08-24T18:26:20+03:00,,series/20260824_174119/20260824_182620.jpg,OCR_ERROR
2026-08-24T18:26:50+03:00,,series/20260824_174119/20260824_182650.jpg,OCR_ERROR
2026-08-24T18:27:20+03:00,,series/20260824_174119/20260824_182720.jpg,OCR_ERROR
2026-08-24T18:27:50+03:00,,series/20260824_174119/20260824_182750.jpg,OCR_ERROR
2026-08-24T18:28:20+03:00,,series/20260824_174119/20260824_182820.jpg,OCR_ERROR
2026-08-24T18:28:50+03:00,,series/20260824_174119/20260824_182850.jpg,OCR_ERROR
2026-08-24T18:29:20+03:00,,series/20260824_174119/20260824_182920.jpg,OCR_ERROR
2026-08-24T18:29:50+03:00,,series/20260824_174119/20260824_182950.jpg,OCR_ERROR
2026-08-24T18:30:20+03:00,,series/20260824_174119/20260824_183020.jpg,OCR_ERROR
2026-08-24T18:30:50+03:00,,series/20260824_174119/20260824_183050.jpg,OCR_ERROR
