timestamp,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-24T13:39:24.849Z,1,32.0,31.75,32.0,62.3,64.69,30.72,45.33,998.7,12040
2026-08-24T13:39:34.856Z,1,32.25,32.0,32.5,62.2,64.69,30.89,45.47,998.7,12050
2026-08-24T13:39:44.859Z,1,32.5,32.25,32.75,62.2,64.69,31.01,44.62,998.6,12060
2026-08-24T13:39:54.859Z,1,32.75,32.5,32.75,62.2,64.6,31.16,44.56,998.6,12070
2026-08-24T13:40:04.868Z,1,33.25,32.75,33.0,62.1,64.6,31.22,44.08,998.7,12080
2026-08-24T13:40:14.867Z,1,33.5,33.0,33.25,62.0,64.5,31.12,43.99,998.6,12090
2026-08-24T13:40:24.867Z,1,33.75,33.25,33.5,62.2,64.6,31.14,44.18,998.6,12100
2026-08-24T13:40:34.876Z,1,34.0,33.5,33.75,62.1,64.5,31.2,44.13,998.6,12110
2026-08-24T13:40:44.875Z,1,34.25,33.75,34.0,62.1,64.6,31.3,43.99,998.6,12120
2026-08-24T13:40:54.880Z,1,34.5,34.0,34.25,62.2,64.69,31.36,43.9,998.6,12130
2026-08-24T13:41:04.887Z,1,34.75,34.25,34.5,62.1,64.69,31.5,43.76,998.6,12140
2026-08-24T13:41:14.887Z,1,35.0,34.5,34.75,62.1,64.6,31.65,43.4,998.6,12150
2026-08-24T13:41:24.892Z,1,35.25,34.75,34.75,62.1,64.6,31.82,43.06,998.6,12160
2026-08-24T13:41:34.897Z,1,35.5,35.0,35.0,62.1,64.6,31.85,42.97,998.6,12170
2026-08-24T13:41:44.905Z,1,35.75,35.25,35.25,62.1,64.6,31.92,43.08,998.6,12180
2026-08-24T13:41:54.905Z,1,36.0,35.5,35.25,62.2,64.69,32.07,43.07,998.6,12190
2026-08-24T13:42:04.910Z,1,36.25,35.75,35.5,62.2,64.69,32.21,42.95,998.6,12200
2026-08-24T13:42:14.912Z,1,36.5,36.0,35.75,62.3,64.8,32.38,43.22,998.6,12210
2026-08-24T13:42:24.916Z,1,36.75,36.25,35.75,62.1,64.6,32.47,42.68,998.6,12220
2026-08-24T13:42:34.920Z,1,37.0,36.5,36.0,62.1,64.6,32.56,42.71,998.6,12230
2026-08-24T13:42:44.926Z,1,37.25,36.75,36.0,62.0,64.4,32.66,42.53,998.6,12240
2026-08-24T13:42:54.929Z,1,37.25,36.75,36.25,61.9,64.3,32.63,42.21,998.6,12250
2026-08-24T13:43:04.936Z,1,37.5,37.0,36.5,61.7,64.3,32.18,42.68,998.6,12260
2026-08-24T13:43:14.936Z,1,37.75,37.25,36.5,61.6,64.19,31.79,42.85,998.6,12270
2026-08-24T13:43:24.940Z,1,38.0,37.5,36.75,61.6,64.1,31.8,43.08,998.6,12280
2026-08-24T13:43:34.947Z,1,38.25,37.75,36.75,61.5,63.9,31.86,43.14,998.6,12290
2026-08-24T13:43:44.946Z,1,38.25,37.75,36.75,61.3,63.8,31.94,43.12,998.6,12300
2026-08-24T13:43:54.953Z,1,38.5,38.0,36.75,61.3,63.6,32.08,43.02,998.6,12310
2026-08-24T13:44:04.958Z,1,38.5,38.25,37.0,60.9,63.4,32.15,43.07,998.6,12320
2026-08-24T13:44:14.959Z,1,38.75,38.25,37.0,60.7,63.3,32.16,43.04,998.6,12330
2026-08-24T13:44:24.963Z,1,39.0,38.5,37.0,60.6,63.2,32.21,42.93,998.6,12340
2026-08-24T13:44:34.971Z,1,39.0,38.75,37.0,60.5,63.1,32.25,43.3,998.6,12350
2026-08-24T13:44:44.973Z,1,39.25,38.75,37.0,60.4,62.8,32.31,43.08,998.6,12360
2026-08-24T13:44:54.971Z,1,39.25,39.0,37.0,60.2,62.7,32.37,43.0,998.6,12370
2026-08-24T13:45:04.974Z,1,39.5,39.0,37.0,60.2,62.7,32.04,43.41,998.6,12380
2026-08-24T13:45:14.973Z,1,39.5,39.25,37.25,60.1,62.6,31.67,43.58,998.7,12390
2026-08-24T13:45:24.980Z,1,39.75,39.25,37.25,60.0,62.5,31.64,43.74,998.6,12400
2026-08-24T13:45:34.982Z,1,39.75,39.5,37.25,59.9,62.4,31.44,43.85,998.6,12410
2026-08-24T13:45:44.985Z,1,40.0,39.5,37.25,59.8,62.3,31.54,43.86,998.7,12420
2026-08-24T13:45:54.991Z,1,40.0,39.5,37.25,59.7,62.2,31.64,43.93,998.6,12430
2026-08-24T13:46:05.000Z,1,40.0,39.75,37.25,59.6,62.2,31.81,43.78,998.7,12440
2026-08-24T13:46:14.997Z,1,40.25,40.0,37.25,59.6,62.1,31.94,43.62,998.6,12450
2026-08-24T13:46:25.004Z,1,40.25,40.0,37.5,59.6,62.1,32.11,43.58,998.7,12460
2026-08-24T13:46:35.011Z,1,40.25,40.0,37.5,59.5,62.0,32.27,42.98,998.7,12470
2026-08-24T13:46:45.043Z,1,40.5,40.25,37.5,34.8,62.0,32.34,42.82,998.7,12480
2026-08-24T13:46:55.108Z,1,40.5,40.25,37.5,34.7,61.8,32.36,42.91,998.6,12490
2026-08-24T13:47:05.176Z,1,40.75,40.25,37.75,34.59,61.6,32.48,42.66,998.6,12500
2026-08-24T13:47:15.242Z,1,40.75,40.5,37.75,34.5,61.5,32.34,42.57,998.6,12510
2026-08-24T13:47:25.309Z,1,40.75,40.5,38.0,34.5,61.5,32.07,42.77,998.6,12520
