timestamp,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-21T07:06:34.900Z,1,35.25,35.25,25.5,75.4,74.9,27.07,58.55,996.4,585
2026-08-21T07:06:44.901Z,1,35.5,35.5,25.5,75.5,75.0,27.1,58.75,996.4,595
2026-08-21T07:06:54.912Z,1,35.5,35.5,25.5,75.6,75.1,27.21,58.62,996.5,605
2026-08-21T07:07:04.914Z,1,35.75,35.75,25.5,75.8,75.3,27.18,58.86,996.4,615
2026-08-21T07:07:14.917Z,1,35.75,35.75,25.5,75.69,75.19,27.28,58.63,996.4,625
2026-08-21T07:07:24.930Z,1,35.75,35.75,25.5,75.69,75.3,27.33,58.42,996.4,635
2026-08-21T07:07:34.930Z,1,36.0,36.0,25.5,75.8,75.3,27.41,58.34,996.4,645
2026-08-21T07:07:44.934Z,1,36.0,36.0,25.5,75.8,75.4,27.39,58.39,996.4,655
2026-08-21T07:07:54.941Z,1,36.25,36.25,25.5,75.69,75.3,27.04,59.06,996.4,665
2026-08-21T07:08:04.946Z,1,36.25,36.25,25.5,75.8,75.3,26.9,59.46,996.4,675
2026-08-21T07:08:14.950Z,1,36.25,36.25,25.5,76.0,75.5,26.52,60.18,996.4,685
2026-08-21T07:08:24.956Z,1,36.25,36.5,25.75,75.9,75.5,26.44,60.56,996.4,695
2026-08-21T07:08:34.962Z,1,36.5,36.5,25.75,76.0,75.5,26.62,60.38,996.5,705
2026-08-21T07:08:44.965Z,1,36.5,36.5,25.75,76.19,75.6,26.7,60.12,996.4,715
2026-08-21T07:08:54.970Z,1,36.5,36.75,25.75,76.19,75.8,26.85,59.38,996.4,725
2026-08-21T07:09:04.974Z,1,36.75,36.75,25.75,76.3,76.0,26.89,59.58,996.4,735
2026-08-21T07:09:14.980Z,1,36.75,36.75,25.75,76.19,75.69,26.98,59.32,996.4,745
2026-08-21T07:09:24.990Z,1,36.75,36.75,25.75,76.1,75.69,27.17,59.09,996.4,755
2026-08-21T07:09:34.991Z,1,36.75,37.0,25.75,76.19,75.9,27.37,58.66,996.4,765
2026-08-21T07:09:44.993Z,1,37.0,37.0,25.75,76.5,76.1,27.44,58.42,996.4,775
2026-08-21T07:09:55.004Z,1,37.0,37.0,25.75,76.8,76.4,27.39,58.09,996.4,785
2026-08-21T07:10:05.007Z,1,37.0,37.0,25.75,77.0,76.5,27.31,57.96,996.4,795
2026-08-21T07:10:15.011Z,1,37.25,37.25,25.5,77.19,76.69,27.28,58.01,996.4,805
2026-08-21T07:10:25.022Z,1,37.25,37.25,25.5,77.19,76.8,27.5,57.76,996.4,815
2026-08-21T07:10:35.023Z,1,37.25,37.25,25.5,77.19,76.9,27.67,57.34,996.4,825
2026-08-21T07:10:45.027Z,1,37.25,37.5,25.5,77.19,76.8,27.68,57.69,996.4,835
2026-08-21T07:10:55.036Z,1,37.25,37.5,25.5,77.3,77.0,27.9,57.22,996.4,845
2026-08-21T07:11:05.035Z,1,37.5,37.5,25.75,77.4,77.0,27.93,57.2,996.4,855
2026-08-21T07:11:15.038Z,1,37.5,37.75,25.75,77.5,77.1,27.98,57.05,996.4,865
2026-08-21T07:11:25.049Z,1,37.5,37.75,25.75,77.6,77.19,27.75,57.36,996.4,875
2026-08-21T07:11:35.045Z,1,37.5,37.75,25.75,77.8,77.3,27.8,57.62,996.4,885
2026-08-21T07:11:45.049Z,1,37.75,37.75,25.75,77.8,77.19,27.72,57.57,996.4,895
2026-08-21T07:11:55.058Z,1,37.75,38.0,25.75,77.8,77.19,27.71,57.77,996.4,905
2026-08-21T07:12:05.063Z,1,37.75,38.0,25.75,77.69,77.3,27.71,57.61,996.4,915
2026-08-21T07:12:15.064Z,1,38.0,38.0,25.75,78.19,77.69,27.7,57.78,996.4,925
