timestamp,spm72_wm2,image,spm72_status,emi_timestamp,time_difference_s,node_id,temp_front,temp_rear,temp_pv_bifacial,current_front,current_rear,bme_temperature,bme_humidity,bme_pressure,arduino_uptime
2026-08-21T07:06:31.000Z,464.0,series/20260821_100631/20260821_100631.jpg,VALID,2026-08-21T07:06:34.900Z,3.900,1,35.25,35.25,25.5,75.4,74.9,27.07,58.55,996.4,585
2026-08-21T07:07:01.000Z,466.0,series/20260821_100631/20260821_100701.jpg,VALID,2026-08-21T07:07:04.914Z,3.914,1,35.75,35.75,25.5,75.8,75.3,27.18,58.86,996.4,615
2026-08-21T07:07:31.000Z,466.0,series/20260821_100631/20260821_100731.jpg,VALID,2026-08-21T07:07:34.930Z,3.930,1,36.0,36.0,25.5,75.8,75.3,27.41,58.34,996.4,645
2026-08-21T07:08:01.000Z,467.0,series/20260821_100631/20260821_100801.jpg,VALID,2026-08-21T07:08:04.946Z,3.946,1,36.25,36.25,25.5,75.8,75.3,26.9,59.46,996.4,675
2026-08-21T07:08:31.000Z,468.0,series/20260821_100631/20260821_100831.jpg,VALID,2026-08-21T07:08:34.962Z,3.962,1,36.5,36.5,25.75,76.0,75.5,26.62,60.38,996.5,705
2026-08-21T07:09:01.000Z,471.0,series/20260821_100631/20260821_100901.jpg,VALID,2026-08-21T07:09:04.974Z,3.974,1,36.75,36.75,25.75,76.3,76.0,26.89,59.58,996.4,735
2026-08-21T07:09:31.000Z,470.0,series/20260821_100631/20260821_100931.jpg,VALID,2026-08-21T07:09:34.991Z,3.991,1,36.75,37.0,25.75,76.19,75.9,27.37,58.66,996.4,765
2026-08-21T07:10:01.000Z,474.0,series/20260821_100631/20260821_101001.jpg,VALID,2026-08-21T07:10:05.007Z,4.007,1,37.0,37.0,25.75,77.0,76.5,27.31,57.96,996.4,795
2026-08-21T07:10:31.000Z,476.0,series/20260821_100631/20260821_101031.jpg,VALID,2026-08-21T07:10:35.023Z,4.023,1,37.25,37.25,25.5,77.19,76.9,27.67,57.34,996.4,825
2026-08-21T07:11:01.000Z,478.0,series/20260821_100631/20260821_101101.jpg,VALID,2026-08-21T07:11:05.035Z,4.035,1,37.5,37.5,25.75,77.4,77.0,27.93,57.2,996.4,855
2026-08-21T07:11:31.000Z,478.0,series/20260821_100631/20260821_101131.jpg,VALID,2026-08-21T07:11:35.045Z,4.045,1,37.5,37.75,25.75,77.8,77.3,27.8,57.62,996.4,885
2026-08-21T07:12:01.000Z,479.0,series/20260821_100631/20260821_101201.jpg,VALID,2026-08-21T07:12:05.063Z,4.063,1,37.75,38.0,25.75,77.69,77.3,27.71,57.61,996.4,915
2026-08-21T07:12:31.000Z,482.0,series/20260821_100631/20260821_101231.jpg,VALID,2026-08-21T07:12:35.076Z,4.076,1,38.0,38.25,26.0,78.1,77.69,27.08,58.5,996.4,945
2026-08-21T07:13:01.000Z,482.0,series/20260821_100631/20260821_101301.jpg,VALID,2026-08-21T07:13:05.091Z,4.091,1,38.0,38.25,26.0,78.3,77.8,26.87,59.16,996.4,975
2026-08-21T07:13:31.000Z,484.0,series/20260821_100631/20260821_101331.jpg,VALID,2026-08-21T07:13:35.103Z,4.103,1,38.25,38.5,26.0,78.5,78.0,26.74,58.98,996.4,1005
2026-08-21T07:14:01.000Z,485.0,series/20260821_100631/20260821_101401.jpg,VALID,2026-08-21T07:14:05.122Z,4.122,1,38.5,38.5,26.25,78.69,78.19,26.84,59.44,996.4,1035
