model_id,predictor,response,fit_method,calibration_N,validation_N,slope_mA_to_Wm2,intercept_Wm2,slope_95CI_low,slope_95CI_high,intercept_95CI_low,intercept_95CI_high,validation_MAE_Wm2,validation_RMSE_Wm2,validation_MBE_Wm2,validation_nMAE_mean_pct,validation_nRMSE_mean_pct,validation_nMBE_mean_pct,validation_R2
EMI-LIN-2026-08-26,PV_Rear current [mA],SPM72 irradiance [W/m²],ordinary least squares,1044,583,6.550183385297572,-37.57718215269575,6.430368050562954,6.66999872003219,-48.04242377581728,-27.11194052957422,25.66684662997501,36.07058707747018,4.4446349977232265,8.48883091587932,11.929674071436336,1.4699801468564302,0.9791140495312092
